sku,contributor_id,contributor_name,matched_asin#1.value,marketplace_id,brand.value,brand.value_id,browse_node_id.value,browse_nodes#1.value,browse_nodes#1.value_id,bullet_point#1.value,bullet_point#1.value_id,bullet_point#2.value,bullet_point#3.value,bullet_point#4.value,bullet_point#5.value,bullet_point#6.value,bullet_point#7.value,bullet_point#8.value,bullet_point#9.value,bullet_point#10.value,ean#1.value,expiration_date_type.value,expiration_interval.unit,expiration_interval.value,fc_shelf_life.unit,fc_shelf_life.value,fc_shelf_life_pad_time#1.unit,fc_shelf_life_pad_time#1.value,fulfillment_center_barcode_id#1.value,gl_product_group_type.value,inner_pack_product_identification.type,inner_pack_product_identification.value,is_expiration_dated_product.value,item_dimensions.height.normalized_value.unit,item_dimensions.height.normalized_value.value,item_dimensions.height.unit,item_dimensions.height.value,item_dimensions.length.normalized_value.unit,item_dimensions.length.normalized_value.value,item_dimensions.length.unit,item_dimensions.length.value,item_dimensions.width.normalized_value.unit,item_dimensions.width.normalized_value.value,item_dimensions.width.unit,item_dimensions.width.value,item_form#1.value,item_form#1.value_id,item_form#2.value,item_name.alternate_representations#1.type,item_name.alternate_representations#1.value,item_name.value,item_name.value_id,item_name#2.value,item_volume.unit,item_volume.value,item_weight.normalized_value.unit,item_weight.normalized_value.value,item_weight.unit,item_weight.value,list_price.currency,list_price.is_originating_currency,list_price.value,list_price.value_with_tax,list_price#2.currency,list_price#2.value,list_price#2.value_with_tax,manufacturer.value,manufacturer.value_id,minimum_order_quantity.increment#1.value,minimum_order_quantity.minimum#1.value,product_category.value,product_classes.value#1,product_expiration_type.value,product_expiration_type.value_id,product_shelf_life#1.unit,product_shelf_life#1.value,product_type.value,product_type_category.value,product_type_embedding.model.metadata.model_id,product_type_embedding.model.metadata.norm_function,product_type_embedding.model.vector#1.score,product_type_embedding.model.vector#1.value,product_type_embedding.override#1.source,product_type_embedding.override#1.type,product_type_embedding.override#1.value,product_type_subcategory.value,rtip_barcode.value,rtip_inner_packs_per_master_pack.value,rtip_items_per_inner_pack.value,rtip_items_per_master_pack.value,rtip_units_per_inner_pack#1.value,unit_count.type.value,unit_count.type.value_id,unit_count.value,upc#1.value,vendor_barcode#1.value
TT513,6.74557E+11,AmazonAe/WJTP6,B0C62GCJ68,global,Tata,,,,,RICH TASTE & IRRESISTIBLE AROMA: Sip on the superior balance of rich taste and irresistible aroma with Tata Tea Gold,,15% LONG LEAF TEA: Made by gently rolling 15% long leaves that release the distinguished aroma with 85% Assam CTC tea leaves for a rich flavour,"BLENDED BY EXPERTS: Enjoy a cup of premium quality tea, selected and blended by Tata Tea experts",YOUR EVERYDAY TEA: Make the perfect cup of chai to delight you & your loved ones at any time of the day,"ALSO TRY: Tata Tea Premium, Tata Tea Masala Chai, Tata Tea Cardamom Chai, Tetley Strong, Tata Coffee Gold",,,,,,8.90105E+12,,,,days,730,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,Powder,,,,,"Tata Tea Gold |Premium Assam teas with Gently Rolled Aromatic Long Leaves | Rich & Aromatic Chai |Black Tea | 400g
",,,,,,,,,AED,,25.99,27.29,,,,TATA TEA,,,,32592000,,Expiration On Package,,,,TEA,,,,,,,,,,,1,1,,,count,,1,,
TT512,1.32946E+11,AmazonAe/WJTP1,B0C62CMRMF,global,TATA,,,,,PURE COFFEE BLISS: Enjoy the deliciousness of pure coffee down to the last sip with Tata Coffee Gold*,,SPECIALLY SOURCED: Exquisite blend of coffee crafted from specially sourced high quality Robusta and Arabica coffee beans,HEAVENLY AROMA: Experience the heavenly aroma of 100% pure coffee,"SUPERIOR FREEZE DRIED TECHNOLOGY: Each granule of Tata Coffee Gold* is freeze-dried to pack in the rich, full-bodied taste of coffee",INSTANT COFFEE: An instant coffee for those whose love for coffee is extraordinary,"ALSO TRY: Tata Coffee Gold 50g, Tata Coffee Grand Filter Coffee 500g","COMMONLY SEARCHED TOPICS: coffee instant powder, Tata gold coffee, Tata gold coffee powder, coffee, coffee Arabica, Robusta, Tata gold instant coffee granules, instant coffee, pure coffee",,,,8.90109E+12,,,,days,730,,,,gl_grocery,,,TRUE,,,centimeters,13,,,centimeters,13,,,centimeters,8.7,Granule,,,,,"Tata Coffee Gold, 100% Pure Coffee, Original, Freeze dried granules, Instant Coffee, Crafted from Specially Sourced Beans, 95g,Jar",,,,,,,grams,95,AED,,20.7,21.73,,,,Tata Coffee Limited,,,,32507000,,Expiration On Package,,days,730,COFFEE,,,,,,,,,,,1,1,,,gram,,100,,
TT512,6.74557E+11,AmazonAe/WJTP6,B0C62CMRMF,global,Tata,,,,,PURE COFFEE BLISS: Enjoy the deliciousness of pure coffee down to the last sip with Tata Coffee Gold*,,SPECIALLY SOURCED: Exquisite blend of coffee crafted from specially sourced high quality robusta and arabica coffee beans,HEAVENLY AROMA: Experience the heavenly aroma of 100% pure coffee,"SUPERIOR FREEZE DRIED TECHNOLOGY: Each granule of Tata Coffee Gold* is freeze-dried to pack in the rich, full-bodied taste of coffee",INSTANT COFFEE: An instant coffee for those whose love for coffee is extraordinary,,,,,,8.90109E+12,,,,days,730,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,Granule,,,,,"Tata Coffee Gold, 100% Pure Coffee, Original, Freeze dried granules, Instant Coffee, Crafted from Specially Sourced Beans, 95g,Jar
",,,,,,,,,AED,,22.76,23.9,,,,Tata Coffee Limited,,,,32592000,,Expiration On Package,,,,COFFEE,,,,,,,,,,,1,1,,,count,,1,,
TT511,1.32946E+11,AmazonAe/WJTP1,B0C62C61N7,global,TATA,,,,,PURE COFFEE BLISS: Enjoy the deliciousness of pure coffee down to the last sip with Tata Coffee Gold*,,SPECIALLY SOURCED: Exquisite blend of coffee crafted from specially sourced high quality Robusta and Arabica coffee beans,HEAVENLY AROMA: Experience the heavenly aroma of 100% pure coffee,"SUPERIOR FREEZE DRIED TECHNOLOGY: Each granule of Tata Coffee Gold* is freeze-dried to pack in the rich, full-bodied taste of coffee",INSTANT COFFEE: An instant coffee for those whose love for coffee is extraordinary,,,,,,8.90109E+12,,,,days,730,,,,gl_grocery,,,TRUE,,,centimeters,8.3,,,centimeters,8.3,,,centimeters,6.6,Granule,,,,,"Tata Coffee Gold, 100% Pure Coffee, Original, Freeze dried granules, Instant Coffee, Crafted from Specially Sourced Beans, 48g,Jar
",,,,,,,grams,48,AED,,,11.38,,,,Tata Coffee Limited,,,,32507000,,Expiration On Package,,days,730,COFFEE,,,,,,,,,,,1,1,,,gram,,50,,
TT511,6.74557E+11,AmazonAe/WJTP6,B0C62C61N7,global,Tata,,,,,PURE COFFEE BLISS: Enjoy the deliciousness of pure coffee down to the last sip with Tata Coffee Gold*,,SPECIALLY SOURCED: Exquisite blend of coffee crafted from specially sourced high quality robusta and arabica coffee beans,HEAVENLY AROMA: Experience the heavenly aroma of 100% pure coffee,"SUPERIOR FREEZE DRIED TECHNOLOGY: Each granule of Tata Coffee Gold* is freeze-dried to pack in the rich, full-bodied taste of coffee",INSTANT COFFEE: An instant coffee for those whose love for coffee is extraordinary,,,,,,8.90109E+12,,,,days,730,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,Granule,,,,,"Tata Coffee Gold, 100% Pure Coffee, Original, Freeze dried granules, Instant Coffee, Crafted from Specially Sourced Beans, 48g,Jar
",,,,,,,,,AED,,,11.38,,,,Tata Coffee Limited,,,,32592000,,Expiration On Package,,,,COFFEE,,,,,,,,,,,1,1,,,count,,1,,
B0BZVMBMJZ,6.74557E+11,AmazonAe/WJTP6,B0BZVMBMJZ,global,CHINGS,,,,,Peppy flavour to your snacks,,Marinade or dip or use it for stir-fries,Chilli sauce that is sure to tickle your taste buds instantly,,,,,,,,8.9016E+12,,,,,,,,,gl_grocery,,,,,,millimeters,50,,,millimeters,178,,,millimeters,50,,,,,,Ching's Sriracha Green Chilli Sauce 190g,,,,,,,grams,190,AED,,5.95,6.25,,,,Capital Foods Pvt. Ltd.,,,1,32504000,,,,,,SAUCE,,,,,,,,,,,1,3,,,,,,,
B0BYP2C5TR,1.32946E+11,AmazonAe/WJTP1,B0BYP2C5TR,global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EDIBLE_OIL_VEGETABLE,,,,,,,,,,,,,,,,,,,
B0BX71DBTN,6.74557E+11,AmazonAe/WJTP6,B0BX71DBTN,global,CHINGS,,,,,Dip. Spread. Cook,,,,,,,,,,,8.9016E+12,,,,,,,,,gl_grocery,,,,,,millimeters,59,,,millimeters,135,,,millimeters,59,,,,,,CHINGS DRAGON FIRE CHUTNEY 250g,,,,,,,grams,250,AED,,8.81,9.25,,,,Capital Foods Pvt. Ltd. India.,,,1,32501000,,,,,,FOOD,,,,,,,,,,,1,6,,,,,,,
DI286,1.32946E+11,AmazonAe/WJTP1,B0BF7MD8M1,global,DIAMOND دايموند,,,,,100% Natural & Handpicked,,"💎 Super Negin Grade – Features thick, unbroken red threads with no yellow or white parts, offering the highest coloring and aroma quality among saffron types.","🍽️ Gourmet Culinary Spice – Ideal for rice dishes, desserts, saffron tea, and gourmet recipes. A favorite among chefs and culinary enthusiasts for its rich flavor and vibrant color.","🎁 Elegant Packaging – Comes in export-grade packaging, perfect for gifting or long-term storage. A luxurious touch for special occasions or premium kitchen collections.",,,,,,,6.29101E+12,,,,days,1095,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,Whole,,,,,Diamond Super Negin Saffron  3g  Premium Grade  100% Natural & Handpicked,,,,,,,,,AED,,,81.144,,,,Diamond Arabia,,,,32501000,,Expiration On Package,,,,HERB,,,,,,,,,,,12,1,,,count,,1,,
DI251,1.32946E+11,AmazonAe/WJTP1,B0BF7JSPM6,global,DIAMOND دايموند,,,,,Premium Quality Garlic Paste – Made from carefully selected garlic cloves to deliver bold flavor and rich aroma in every spoonful,,"Smooth & Ready-to-Use Texture – No peeling or chopping required; perfect for quick, hassle-free cooking.","Versatile Culinary Essential – Ideal for curries, marinades, stir-fries, soups, and everyday dishes across cuisines.","Convenient 250g Glass Jar – Hygienic, resealable packaging preserves freshness and flavor for longer","Authentic Taste, Trusted Brand – Crafted by Diamond, known for quality condiments that elevate home cooking.",,,,,,6.29101E+12,,,,days,730,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,,,,,,DIAMOND GARLIC PASTE (24x 250g) GLASS JAR,,,,,,,,,AED,,,7.70385,,,,Diamond arabia,,,,32501000,,Expiration On Package,,,,SAUCE,,,,,,,,,,,1,1,,,count,,1,,
DI522,1.32946E+11,AmazonAe/WJTP1,B0BF7B1H1G,global,DIAMOND دايموند,,,,,"Diamond  coconut milk 400 ml-add rich, creamy texture and nuttiness to classic dishes like creamed spinach and mashed sweet potatoes using this non-dairy option.",,Diamond  coconut milk 400 ml-you can also mix it into rice to delicious effect—coconut rice is just about one of the most irresistible ways to use canned coconut milk.,Diamond  coconut milk 400 ml-try it in curries – like this keto-friendly chicken curry or curried cauliflower and kale soup.,Brand : Diamond,,,,,,,6.29101E+12,,,,days,730,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,,,,,,Diamond Coconut Milk 330ml -Tetra Pack,,,,,,,,,AED,,,6.47955,,,,Silver mill natural bevrages,,,,32501000,,Expiration On Package,,,,FOOD,,,,,,,,,,,1,1,,,count,,1,,
DI285,1.32946E+11,AmazonAe/WJTP1,B0BF77FSRX,global,DIAMOND دايموند,,,,,🌿 100% Natural & Handpicked –  each strand is carefully selected to ensure purity and potency with no additives or preservatives.,,"💎 Super Negin Grade – Features thick, unbroken red threads with no yellow or white parts, offering the highest coloring and aroma quality among saffron types.","🍽️ Gourmet Culinary Spice – Ideal for rice dishes, desserts, saffron tea, and gourmet recipes. A favorite among chefs and culinary enthusiasts for its rich flavor and vibrant color.","🎁 Elegant Packaging – Comes in export-grade packaging, perfect for gifting or long-term storage. A luxurious touch for special occasions or premium kitchen collections.",,,,,,,6.29101E+12,,,,days,1095,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,Whole,,,,,Diamond Super Negin Saffron  1g   Premium Grade  100% Natural & Handpicked,,,,,,,,,AED,,,30.912,,,,Diamond Arabia,,,,32501000,,Expiration On Package,,,,HERB,,,,,,,,,,,12,1,,,count,,1,,
DI281,1.32946E+11,AmazonAe/WJTP1,B0BF77BZQG,global,DIAMOND دايموند,,,,,"100% Pure & Natural  Saffron: Sourced from the pristine valleys for unmatched aroma, flavor, and vibrant color.",,Handpicked Premium Threads: Carefully selected saffron strands ensure superior potency and freshness in every pack.,"Perfect for Culinary & Wellness Uses: Enhances dishes like biryani, desserts, and tea; also valued in traditional remedies and skincare.",Elegant Packaging for Freshness & Gifting: Sealed for maximum shelf life and perfect as a luxurious gift for festivals and special occasions.,Tested for Quality & Purity: Free from additives and artificial coloring—backed by lab certification for consumer confidence.,,,,,,6.29101E+12,,,,days,1095,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,Whole,,,,,Diamond Saffron  3g Pack   High Grade Threads Natural Flavor,,,,,,,,,AED,,,57.21135,,,,Diamond Arabia,,,,32501000,,Expiration On Package,,,,HERB,,,,,,,,,,,10,1,,,count,,1,,
DI280,1.32946E+11,AmazonAe/WJTP1,B0BF76L3WM,global,DIAMOND دايموند,,,,,"100% Pure & Natural  Saffron: Sourced from the pristine valleys of Kashmir for unmatched aroma, flavor, and vibrant color.",,Handpicked Premium Threads: Carefully selected saffron strands ensure superior potency and freshness in every pack.,"Perfect for Culinary & Wellness Uses: Enhances dishes like biryani, desserts, and tea; also valued in traditional remedies and skincare.",Elegant Packaging for Freshness & Gifting: Sealed for maximum shelf life and perfect as a luxurious gift for festivals and special occasions.,Tested for Quality & Purity: Free from additives and artificial coloring—backed by lab certification for consumer confidence.,,,,,,6.29101E+12,,,,days,1095,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,Whole,,,,,Diamond Saffron  1g Pack   High-Grade Threads Natural Flavor,,,,,,,,,AED,,,24.99525,,,,Diamond Arabia,,,,32501000,,Expiration On Package,,,,HERB,,,,,,,,,,,20,1,,,count,,1,,
DI252,1.32946E+11,AmazonAe/WJTP1,B0BF76HJCD,global,DIAMOND دايموند,,,,,✅ Pure Ginger Goodness – Made from fresh ginger roots for bold flavor and natural aroma in every spoonful.,,"🍽️ Smooth & Ready-to-Use Texture – No peeling or chopping required; blends easily into sauces, gravies, and marinades.","🍛 Perfect for Daily Cooking – Enhances curries, stir-fries, soups, and traditional recipes with authentic taste.",🧴 Convenient 250g Jar – Hygienic packaging preserves freshness and makes storage easy.,🇦🇪 Trusted UAE Brand – Diamond is known for quality condiments that elevate home-cooked meals.,,,,,,6.29101E+12,,,,days,730,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,,,,,,DIAMOND GINGER PASTE (24x250g) GLASS JAR,,,,,,,,,AED,,,5.977125,,,,Diamond arabia,,,,32501000,,Expiration On Package,,,,SAUCE,,,,,,,,,,,1,1,,,count,,1,,
DI432,1.32946E+11,AmazonAe/WJTP1,B0BF72D275,global,DIAMOND دايموند,,,,,RICH IN MINERALS & VITAMINS: Diamond honey is rich in vitamins and minerals. It may help to moisturize and purify your skin. You can add it to your natural skin masks.,,"GREAT ALTERNATIVE TO SUGAR: A great alternative to processed sugar, our honey spoon is loved by kids and adults alike. It makes a great addition to warm beverages and adds a refreshing flavor to them.","100% NATURAL: Diamond honey spoons contain only 100% natural honey! It doesn’t have additives, fillers, or preservatives.","HEALTH BENEFITS: Our honey spoon comes with many health benefits! It may help to improve immunity, metabolism, and reduce symptoms of sinusitis. It also has antiseptic properties that may help to heal wounds.","NATURAL ANTI-INFLAMMATORY PROPERTIES: It has antimicrobial substances and anti-inflammatory properties. It may help to antibody production, killer cell activity, and phagocytic activity!",,,,,,6.29101E+12,,,,days,1095,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,Syrup,,,,,Diamond White Honey Spoon -Easy to stir- Pure natural honey -Healthy sugar alternative,,,,,,,,,AED,,,54.45,,,,Al Malaky,,,1,32550000,,Shelf Life,,,,HONEY,,,,,,,,,,,1,1,,,count,,1,,
DI250,1.32946E+11,AmazonAe/WJTP1,B0BF6TJWFX,global,DIAMOND دايموند,,,,,Bold & Authentic Flavor – A rich blend of fresh ginger and garlic that adds depth and aroma to every dish.,,"Ready-to-Use Convenience – No peeling or chopping required; perfect for quick, hassle-free cooking.","Versatile Kitchen Essential – Ideal for curries, marinades, stir-fries, and traditional recipes.","Smooth Texture, Easy Mixing – Finely ground paste blends effortlessly into gravies and sauces.",Premium 250g Packaging – Hygienic glass jar preserves freshness and flavor for longer shelf life.,,,,,,6.29101E+12,,,,days,730,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,,,,,,DIAMOND GINGER GARLIC PASTE (24x250g) GLASS JAR,,,,,,,,,AED,,,7.70385,,,,Diamond arabia,,,,32501000,,Expiration On Package,,,,SAUCE,,,,,,,,,,,1,1,,,count,,1,,
DI520,1.32946E+11,AmazonAe/WJTP1,B0BF66Z4RT,global,DIAMOND دايموند,,,,,"Diamond  coconut milk 400 ml-add rich, creamy texture and nuttiness to classic dishes like creamed spinach and mashed sweet potatoes using this non-dairy option.",,Diamond  coconut milk 400 ml-you can also mix it into rice to delicious effect—coconut rice is just about one of the most irresistible ways to use canned coconut milk.,Diamond  coconut milk 400 ml-try it in curries – like this keto-friendly chicken curry or curried cauliflower and kale soup.,Brand : Diamond,,,,,,,6.29101E+12,,,,days,730,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,,,,,,Diamond Coconut Milk 400ml -Tin,,,,,,,,,AED,,,7.27890625,,,,Apex coco and Solar energy limited,,,,32501000,,Expiration On Package,,,,FOOD,,,,,,,,,,,1,1,,,count,,1,,
DI430,1.32946E+11,AmazonAe/WJTP1,B0BF65T6KC,global,DIAMOND دايموند,,,,,RICH IN MINERALS & VITAMINS: Diamond honey is rich in vitamins and minerals. It may help to moisturize and purify your skin. You can add it to your natural skin masks.,,"GREAT ALTERNATIVE TO SUGAR: A great alternative to processed sugar, our honey spoon is loved by kids and adults alike. It makes a great addition to warm beverages and adds a refreshing flavor to them.","100% NATURAL: Diamond honey spoons contain only 100% natural honey! It doesn’t have additives, fillers, or preservatives.","HEALTH BENEFITS: Our honey spoon comes with many health benefits! It may help to improve immunity, metabolism, and reduce symptoms of sinusitis. It also has antiseptic properties that may help to heal wounds.","NATURAL ANTI-INFLAMMATORY PROPERTIES: It has antimicrobial substances and anti-inflammatory properties. It may help to antibody production, killer cell activity, and phagocytic activity!",,,,,,6.29101E+12,,,,days,1095,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,Syrup,,,,,Diamond Manuka Honey Spoon - Easy to stir- Pure natural honey -Healthy sugar alternative,,,,,,,,,AED,,,123.75,,,,Al Malaky,,,1,32500700,,Shelf Life,,,,HONEY,,,,,,,,,,,1,1,,,count,,1,,
DI521,1.32946E+11,AmazonAe/WJTP1,B0BF64YTQQ,global,DIAMOND دايموند,,,,,Rich source of nutrient and protein,,Freshly extracted from coconut kernel,"NATURALLY NUTRITIOUS: Real coconut cream is known to have antioxidant and antiviral properties. It can support a healthy circulatory and digestive system, replenish electrolytes and more - making it a superfood that truly captures the best nature has to offer.","VERSATILE & CONVENIENT: Diamond's Canned Cream of Coconut can be enjoyed in a variety of ways, making it a kitchen essential. Use it in cooking and baking or add it to milkshakes, coffee and smoothies for a delicious flavour and smooth, velvety texture.",,,,,,,6.29101E+12,,,,days,730,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,,,,,,Diamond Coconut Cream 400ml -Tin,,,,,,,,,AED,,,9.0321,,,,Apex coco and Solar energy limited,,,,32501000,,Expiration On Package,,,,FOOD,,,,,,,,,,,1,1,,,count,,1,,
DI431,1.32946E+11,AmazonAe/WJTP1,B0BF64NX4G,global,DIAMOND دايموند,,,,,RICH IN MINERALS & VITAMINS: Diamond honey is rich in vitamins and minerals. It may help to moisturize and purify your skin. You can add it to your natural skin masks.,,"GREAT ALTERNATIVE TO SUGAR: A great alternative to processed sugar, our honey spoon is loved by kids and adults alike. It makes a great addition to warm beverages and adds a refreshing flavor to them.","100% NATURAL: Diamond honey spoons contain only 100% natural honey! It doesn’t have additives, fillers, or preservatives.","HEALTH BENEFITS: Our honey spoon comes with many health benefits! It may help to improve immunity, metabolism, and reduce symptoms of sinusitis. It also has antiseptic properties that may help to heal wounds.","NATURAL ANTI-INFLAMMATORY PROPERTIES: It has antimicrobial substances and anti-inflammatory properties. It may help to antibody production, killer cell activity, and phagocytic activity!",,,,,,6.29101E+12,,,,days,1095,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,Syrup,,,,,Diamond Sidr Honey Spoon -Easy to stir- Pure natural honey -Healthy sugar alternative,,,,,,,,,AED,,,54.45,,,,Al Malaky,,,1,32500700,,Shelf Life,,,,HONEY,,,,,,,,,,,1,1,,,count,,1,,
DI433,1.32946E+11,AmazonAe/WJTP1,B0BF63SVGB,global,DIAMOND دايموند,,,,,RICH IN MINERALS & VITAMINS: Diamond honey is rich in vitamins and minerals. It may help to moisturize and purify your skin. You can add it to your natural skin masks.,,"GREAT ALTERNATIVE TO SUGAR: A great alternative to processed sugar, our honey spoon is loved by kids and adults alike. It makes a great addition to warm beverages and adds a refreshing flavor to them.","100% NATURAL: Diamond honey spoons contain only 100% natural honey! It doesn’t have additives, fillers, or preservatives.","HEALTH BENEFITS: Our honey spoon comes with many health benefits! It may help to improve immunity, metabolism, and reduce symptoms of sinusitis. It also has antiseptic properties that may help to heal wounds.","NATURAL ANTI-INFLAMMATORY PROPERTIES: It has antimicrobial substances and anti-inflammatory properties. It may help to antibody production, killer cell activity, and phagocytic activity!",,,,,,6.29101E+12,,,,days,1095,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,Syrup,,,,,Diamond Ginseng Honey Spoon  -Easy to stir- Pure natural honey -Healthy sugar alternative,,,,,,,,,AED,,,54.45,,,,Al Malaky,,,1,32550000,,Shelf Life,,,,HONEY,,,,,,,,,,,1,1,,,count,,1,,
TT050P,6.74557E+11,AmazonAe/WJTP6,B0B8GMD5W2,global,KANAN DEVAN,,,,,DISTINCT FRESH FLAVOUR: Tata Tea Kanan Devan brings the unique flavour of teas grown in the Kanan Devan hills from the famous tea growing region of Munnar in South India,,BLENDED BY EXPERTS: This loose-leaf tea is blended by experts that give it a great aroma & delightful flavour,"ENJOY IT ANYTIME, ANYWHERE: Enjoy the rejuvenating cup of Tata Tea Kanan Devan first thing in the morning, make your tea breaks fun with every sip, or simply kick back & enjoy a relaxing cup of tea",PREPARATION: Enjoy either as black tea or with Milk. It is great for Karak too,"ALSO TRY: Tata Tea Kanan Devan Strong, Tata Tea Premium, Tata Tea Gold, Tetley Strong",,,,,,8.90105E+12,,,,days,730,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,Powder,,,,,Tata Tea Kanan Devan Classic Loose Black Tea Blended By Experts 400g Jar,,,,,,,,,AED,,,18.38,,,,Tata Global beverages,,,,32592000,,Expiration On Package,,,,TEA,,,,,,,,,,,1,1,,,count,,1,,
AY616,1.32946E+11,AmazonAe/WJTP1,B0B8DMQRPR,global,American Garden,,,,,"Made from only natural and simple ingredients, American Garden Natural Crunchy Peanut Butter 454g delivers an authentic American taste with a little extra crunch",,"This deliciously crunchy peanut butter is a perfect blend of nutty, sweet, and salty tastes","This peanut butter contains no artificial colors or artificial flavors, has no preservatives, is gluten and dairy-free, and is vegan","Requires no stirring, making it easy to spread on a sandwich, add to smoothies, top a banana slice, or add to your favorite snack","Packed with protein and fiber, this versatile peanut butter is your ideal companion to kickstart your day or give you an afternoon boost",,,,,,,,,,days,540,,,,gl_grocery,,,TRUE,,,centimeters,12.5,,,centimeters,8.5,,,centimeters,8.5,Paste,,,,,"American Garden Natural Crunchy Peanut Butter Vegan & Gluten Free 454g, orange",,,,,,,,,AED,,27.6,27.6,,,,American Garden,,,,32502000,,Expiration On Package,,,,DIP_AND_SPREAD,,,,,,,,,,,1,1,,,gram,,454,7.17274E+11,
AY622,1.32946E+11,AmazonAe/WJTP1,B0B8DLJMK1,global,American Garden,,,,,"Satisfy your sweet cravings with American Garden Natural Honey Peanut Butter 454g, made from only natural and simple ingredients",,"A touch of real honey mixed with delicious peanuts, this peanut butter is made with natural and simple ingredients with the perfect blend of nutty, sweet, and salty tastes","This peanut butter contains no artificial colors or artificial flavors, has no preservatives, is gluten and dairy-free.","Requires no stirring, making it easy to spread on a sandwich, add to smoothies, top a banana slice, or add to your favorite snack","Packed with protein and fiber, this versatile peanut butter is your ideal companion to kickstart your day or give you an afternoon boost",,,,,,,,,,days,540,,,,gl_grocery,,,TRUE,,,centimeters,12.5,,,centimeters,8.5,,,centimeters,8.5,Paste,,,,,"American Garden Natural Honey Peanut Butter, Gluten Free, 454g, orange",,,,,,,,,AED,,,21.7,,,,American Garden,,,,32502000,,Expiration On Package,,,,NUT_BUTTER,,,,,,,,,,,1,1,,,gram,,454,7.17274E+11,
TT060P,6.74557E+11,AmazonAe/WJTP6,B0B4P7KK2N,global,KANAN DEVAN,,,,,DISTINCT FRESH FLAVOUR: Tata Tea Kanan Devan brings the unique flavour of teas grown in the Kanan Devan hills from the famous tea growing region of Munnar in South India,,BLENDED BY EXPERTS: This loose-leaf tea is blended by experts that give it a great aroma & delightful flavour,"ENJOY IT ANYTIME, ANYWHERE: Enjoy the rejuvenating cup of Tata Tea Kanan Devan first thing in the morning, make your tea breaks fun with every sip, or simply kick back & enjoy a relaxing cup of tea",PREPARATION: Enjoy either as black tea or with Milk. It is great for Karak too," ALSO TRY: Tata Tea Kanan Devan Strong, Tata Tea Premium, Tata Tea Gold, Tetley Strong
",,,,,,8.90105E+12,,,,days,730,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,Powder,,,,,Tata Tea Kanan Devan Classic Loose Black Tea Blended By Experts 800g Jar,,,,,,,,,AED,,,32.4576,,,,Kanan devan,,,,32560000,,Expiration On Package,,,,TEA,,,,,,,,,,,1,1,,,count,,1,,
TT040P,6.74557E+11,AmazonAe/WJTP6,B0B4P6HYVX,global,KANNAN DEVAN,,,,,DISTINCT FRESH FLAVOUR: Tata Tea Kanan Devan brings the unique flavour of teas grown in the Kanan Devan hills from the famous tea growing region of Munnar in South India,,BLENDED BY EXPERTS: This loose-leaf tea is blended by experts that give it a great aroma & delightful flavour,"ENJOY IT ANYTIME, ANYWHERE: Enjoy the rejuvenating cup of Tata Tea Kanan Devan first thing in the morning, make your tea breaks fun with every sip, or simply kick back & enjoy a relaxing cup of tea",PREPARATION: Enjoy either as black tea or with Milk. It is great for Karak too,"ALSO TRY: Tata Tea Kanan Devan Strong, Tata Tea Premium, Tata Tea Gold, Tetley Strong",,,,,,8.90105E+12,,,,days,730,,,,gl_grocery,,,TRUE,,,,,,,,,,,,,Powder,,,,,"Tata Tea, Kanan Devan Classic, Loose Black Tea, Blended By Experts, 200g Jar",,,,,,,,,AED,,,8.82,,,,Kannan Devan,,,,32592000,,Expiration On Package,,,,TEA,,,,,,,,,,,1,1,,,count,,1,,
B09T3LYD6H,1.32946E+11,AmazonAe/WJTP1,B09T3LYD6H,global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EDIBLE_OIL_VEGETABLE,,,,,,,,,,,,,,,,,,,
